"chr","pos","fst","x","label"
2,17,0.0745400247086895,315,""
2,18,0.0123444254384957,316,""
2,19,0.0338989809672481,317,""
2,20,0.0242714328990205,318,""
2,21,0.0478161879043104,319,""
2,22,0.00432749995963933,320,""
2,23,0.187774056840631,321,""
2,24,0.0244639745275197,322,""
2,25,0.00951868001953082,323,""
2,26,0.011973507557193,324,""
2,27,0.0982026638109975,325,""
2,28,0.0383721421189451,326,""
2,29,0.0358220775269105,327,""
2,30,0.0661373115869328,328,""
2,31,0.0326014318218506,329,""
2,32,0.00398983656419149,330,""
2,33,0.0257392297057295,331,""
2,34,0.00715164941161902,332,""
2,35,0.0684376103757678,333,""
2,36,0.0658588753014163,334,""
2,37,0.00263969535785142,335,""
2,38,0.0930012775186798,336,""
2,39,0.137852428711614,337,""
2,40,0.0808399831265589,338,""
2,41,0.0494967897255765,339,""
2,42,0.0446007285426016,340,""
2,43,0.0854986754044248,341,""
2,44,0.0157144323985807,342,""
2,45,0.0569836565934594,343,""
2,46,0.00897370548469785,344,""
2,47,0.00648511943834833,345,""
2,48,0.111083240326412,346,""
2,49,0.073576758640664,347,""
2,50,0.0335385557716286,348,""
2,51,0.00802674475429998,349,""
2,52,0.0262776062903439,350,""
2,53,0.0377295977038182,351,""
2,54,0.0148283649021221,352,""
2,55,0.0283875463613996,353,""
2,56,0.0305896098509679,354,""
2,57,0.0056840008112922,355,""
2,58,0.0341349197682074,356,""
2,59,0.0344884881457202,357,""
2,60,0.0230443092340759,358,""
2,61,0.104995938747069,359,""
2,62,0.0736714345429364,360,""
2,63,0.0700429228166547,361,""
2,64,0.0193957029167682,362,""
2,65,0.00571298771823712,363,""
2,66,0.0257161046904222,364,""
2,67,0.0447567957120765,365,""
2,68,0.0838522090221239,366,""
2,69,0.00217778368346019,367,""
2,70,0.0340140285485759,368,""
2,71,0.0196252380781366,369,""
2,72,0.00295169740567289,370,""
2,73,0.0153850092524089,371,""
2,74,0.0649944039918562,372,""
2,75,0.0155392421456566,373,""
2,76,0.0133444609884337,374,""
2,77,0.0977530749485393,375,""
2,78,0.00607692721195005,376,""
2,79,0.0235441729983604,377,""
2,80,0.0799624644727113,378,""
2,81,0.0176119434898779,379,""
2,82,0.0213806341684558,380,""
2,83,0.0271728901999067,381,""
2,84,0.0392168229322841,382,""
2,85,0.0318307155619562,383,""
2,86,0.012707129081956,384,""
2,87,0.0198239117291492,385,""
2,88,0.103424313393471,386,""
2,89,0.0269991930318633,387,""
2,90,0.00608824722920482,388,""
2,91,0.0507480573169326,389,""
2,92,0.00541133148598628,390,""
2,93,0.0353121518825891,391,""
2,94,0.0319920692540715,392,""
2,95,0.0129964871248096,393,""
2,96,0.00843156446430609,394,""
2,97,0.0204410503489919,395,""
2,98,0.0346172206736726,396,""
2,99,0.0225486838994416,397,""
2,100,0.0282010579438413,398,""
2,101,0.0136854327939638,399,""
2,102,0.0467024452968876,400,""
2,103,0.00901626447356881,401,""
2,104,0.0238541003008891,402,""
2,105,0.0141849229427314,403,""
2,106,0.018852001770772,404,""
2,107,0.13222571187598,405,""
2,108,0.0985070153659324,406,""
2,109,0.0170773648401733,407,""
2,110,0.0288490968174417,408,""
2,111,0.0219268400317859,409,""
2,112,0.00982309380061988,410,""
2,113,0.007797096649657,411,""
2,114,0.0379210257652233,412,""
2,115,0.0298532678311333,413,""
2,116,0.0209017938600308,414,""
2,117,0.0273888947760302,415,""
2,118,0.0124143122213771,416,""
2,119,0.00780995142319296,417,""
2,120,0.0524473280673085,418,""
2,121,0.0290424825260778,419,""
2,122,0.0247598708002732,420,""
2,123,0.0575610867121056,421,""
2,124,0.0629558307605401,422,""
2,125,0.0252977400466686,423,""
2,126,0.023999750025314,424,""
2,127,0.0322833308986728,425,""
2,128,0.0509993748763055,426,""
2,129,0.078030785080734,427,""
2,130,0.0384631367294979,428,""
2,131,0.06853227973649,429,""
2,132,0.132557819220091,430,""
2,133,0.061059472633026,431,""
2,134,0.137203428799754,432,""
2,135,0.0840043260233518,433,""
2,136,0.106225012433293,434,""
2,137,0.139147085168614,435,""
2,138,0.202217636129497,436,""
2,139,0.208426558476271,437,""
2,140,0.240919326378954,438,""
2,141,0.306564168391309,439,""
2,142,0.331956614985311,440,""
2,143,0.353977701197576,441,""
2,144,0.37526163583893,442,""
2,145,0.407593114000094,443,""
2,146,0.472304695564648,444,""
2,147,0.440347993548469,445,""
2,148,0.433004454578656,446,""
2,149,0.466338246124422,447,""
2,150,0.450454430850893,448,""
2,151,0.386889279259652,449,""
2,152,0.359233496066744,450,""
2,153,0.35572471938096,451,""
2,154,0.351054573078438,452,""
2,155,0.266919318249097,453,""
2,156,0.224436162285552,454,""
2,157,0.246942115861278,455,""
2,158,0.16355362100397,456,""
2,159,0.128544565328276,457,""
2,160,0.186913204823208,458,""
2,161,0.0997633162851395,459,""
2,162,0.0783606762280922,460,""
2,163,0.0820559993114408,461,""
2,164,0.0387552918792204,462,""
2,165,0.0482467337862791,463,""
2,166,0.039064198965191,464,""
2,167,0.0799391043039837,465,""
2,168,0.0151357318473366,466,""
2,169,0.0203798806703127,467,""
2,170,0.0414878229997562,468,""
2,171,0.0601710979708466,469,""
2,172,0.0204462283120258,470,""
2,173,0.0135007514448959,471,""
2,174,0.00270099890021722,472,""
2,175,0.0118085259869047,473,""
2,176,0.0104912315558523,474,""
2,177,0.0467857456378858,475,""
2,178,0.077932602506214,476,""
2,179,0.0326366765210691,477,""
2,180,0.0034029847712333,478,""
2,181,0.0189802616479925,479,""
2,182,0.0336371706845399,480,""
2,183,0.0372842744490091,481,""
2,184,0.0684076886368181,482,""
2,185,0.058847930901302,483,""
2,186,0.0119615282986063,484,""
2,187,1.83728951011055e-07,485,""
2,188,0.00256705395901428,486,""
2,189,0.0653918381072987,487,""
2,190,0.070325939827732,488,""
2,191,0.0103174659719016,489,""
2,192,0.0233772823400244,490,""
2,193,0.0453438164371636,491,""
2,194,0.000451067882678126,492,""
2,195,0.0206842768744336,493,""
2,196,0.0373447084588551,494,""
2,197,0.0314186637599544,495,""
2,198,0.0105217305642443,496,""
2,199,0.0522360162131208,497,""
2,200,0.000166505632891325,498,""
2,201,0.0223855130744015,499,""
2,202,0.00974876300585478,500,""
2,203,0.110437852308515,501,""
2,204,0.0132817381004081,502,""
2,205,0.0116928873071557,503,""
2,206,0.112951845234568,504,""
2,207,0.0350063105208288,505,""
2,208,0.0952841657662588,506,""
2,209,0.0133699501099332,507,""
2,210,0.0638400839377338,508,""
2,211,0.030918971255881,509,""
2,212,0.00102160165486579,510,""
2,213,0.0575440503401866,511,""
2,214,0.0779262266778612,512,""
2,215,0.112455595128717,513,""
2,216,0.0430333976129155,514,""
2,217,0.121824134969985,515,""
2,218,0.132646311047339,516,""
2,219,0.0540259078191515,517,""
2,220,0.0266454639203859,518,""
3,1,0.0115020810409246,537,""
3,2,0.112429527881559,538,""
3,3,0.04782008888905,539,""
3,4,0.0135447430078814,540,""
3,5,0.076834372529466,541,""
3,6,0.0750728647019057,542,""
3,7,0.0672056869866738,543,""
3,8,0.00638966976942558,544,""
3,9,0.0945997275826314,545,""
3,10,0.0477356920161411,546,""
3,11,0.0412150230112998,547,""
3,12,0.0291799029855131,548,""
3,13,0.107157267993556,549,""
3,14,0.0162507759236462,550,""
3,15,0.00621840379622022,551,""
3,16,0.0314523235185674,552,""
3,17,0.00564144762133812,553,""
3,18,0.0631381169928243,554,""
3,19,0.0514440633162155,555,""
3,20,0.087059216582828,556,""
3,21,0.0298583941849802,557,""
3,22,0.0410487833609497,558,""
3,23,0.0794707255812092,559,""
3,24,0.0164291701182201,560,""
3,25,0.0128720865481681,561,""
3,26,0.0132113826997103,562,""
3,27,0.0254576666008955,563,""
3,28,0.00199043478772813,564,""
3,29,0.0585376146944091,565,""
3,30,0.208175202617099,566,""
3,31,0.0166542362163861,567,""
3,32,0.00162312472291165,568,""
3,33,0.0636626000954396,569,""
3,34,0.00501273638167784,570,""
3,35,0.0182977578361165,571,""
3,36,0.0491742838892288,572,""
3,37,0.0460200931453039,573,""
3,38,0.0804462059209007,574,""
3,39,0.0348463050060988,575,""
3,40,0.0363572282973854,576,""
3,41,0.0747050906348773,577,""
3,42,0.0095674552923049,578,""
3,43,0.070263396666866,579,""
3,44,0.0317234020736595,580,""
3,45,0.0549399158027677,581,""
3,46,0.0196172731181882,582,""
3,47,0.014037217569392,583,""
3,48,0.0186130783429395,584,""
3,49,0.0605698113046991,585,""
3,50,0.0350759749266145,586,""
3,51,0.0323655581408333,587,""
3,52,0.0694852798607597,588,""
3,53,0.0813886482981238,589,""
3,54,0.0137458184797511,590,""
3,55,0.0314479444855596,591,""
3,56,0.115979809544133,592,""
3,57,0.0147108546129844,593,""
3,58,0.0382134312185078,594,""
3,59,0.0566718400536611,595,""
3,60,0.0712725225418047,596,""
3,61,0.193845681096272,597,""
3,62,0.180895277976682,598,""
3,63,0.223143527622368,599,""
3,64,0.314996500004159,600,""
3,65,0.437144048944865,601,""
3,66,0.591165921311752,602,""
3,67,0.598654653938952,603,""
3,68,0.694415041347747,604,""
3,69,0.736832630531688,605,""
3,70,0.785262249199119,606,"Becken"
3,71,0.729582632275411,607,""
3,72,0.69856739956935,608,""
3,73,0.62047752730039,609,""
3,74,0.502653853025005,610,""
3,75,0.420347826669863,611,""
3,76,0.316327824144402,612,""
3,77,0.230023939811753,613,""
3,78,0.170835358832702,614,""
3,79,0.109897844705635,615,""
3,80,0.16745063384194,616,""
3,81,0.0624352802336403,617,""
3,82,0.07331298893382,618,""
3,83,0.0450620857969172,619,""
3,84,0.03141877330073,620,""
3,85,0.0132690401777676,621,""
3,86,0.0714977738717298,622,""
3,87,0.0148394493137391,623,""
3,88,0.028703777838568,624,""
3,89,0.103842097919804,625,""
3,90,0.0354190096062908,626,""
3,91,0.00737522721378434,627,""
3,92,0.147769310073646,628,""
3,93,0.01674354277937,629,""
3,94,0.0767550501182337,630,""
3,95,0.013832599357477,631,""
3,96,0.028861636971753,632,""
3,97,0.0203691027018623,633,""
3,98,0.0287910466665428,634,""
3,99,0.00419139876801073,635,""
3,100,0.0128007814690173,636,""
3,101,0.0385016803477891,637,""
3,102,0.00429035079060425,638,""
3,103,0.0221516177160057,639,""
3,104,0.0276233764688465,640,""
3,105,0.0459256111954793,641,""
3,106,0.0293595955665999,642,""
3,107,0.0165968800948867,643,""
3,108,0.0681635069941635,644,""
3,109,0.0760739291152793,645,""
3,110,0.0314704967306424,646,""
3,111,0.0535063542038824,647,""
3,112,0.0265999559498925,648,""
3,113,0.0111265305968238,649,""
3,114,0.0202716820035801,650,""
3,115,0.00447019148387041,651,""
3,116,0.0332761302468955,652,""
3,117,0.0258597548815457,653,""
3,118,0.00683700607830219,654,""
3,119,0.0467285839230783,655,""
3,120,0.0513705317683133,656,""
3,121,0.0377104007005873,657,""
3,122,0.036718043372799,658,""
3,123,0.140156009391422,659,""
3,124,0.019984960037463,660,""
3,125,0.0500047095078541,661,""
3,126,0.087854898373853,662,""
3,127,0.017615592550495,663,""
3,128,0.077634288294776,664,""
3,129,0.0211675427755066,665,""
3,130,0.0148012840805748,666,""
3,131,0.00541839106917688,667,""
3,132,0.00918545690571691,668,""
3,133,0.0462280427107425,669,""
3,134,0.0151778355243578,670,""
3,135,0.0316586440106303,671,""
3,136,0.017658274165001,672,""
3,137,0.071854682612833,673,""
3,138,0.00648498915434688,674,""
3,139,0.00757453224730132,675,""
3,140,0.0776039068554586,676,""
3,141,0.0536813386707003,677,""
3,142,0.00989094940100071,678,""
3,143,0.0474270664251673,679,""
3,144,0.00364288834537693,680,""
3,145,0.00894841041265801,681,""
3,146,0.00859386585592103,682,""
3,147,0.00190292266962339,683,""
3,148,0.0218146749236241,684,""
3,149,0.0508943573527082,685,""
3,150,0.00315990921058463,686,""
3,151,0.000348024775615594,687,""
3,152,0.194418083986038,688,""
3,153,0.0114885389217512,689,""
3,154,0.00443694038067297,690,""
3,155,0.01714781788812,691,""
3,156,0.0430055917578692,692,""
3,157,0.0412479917257384,693,""
3,158,0.0610276399631553,694,""
3,159,0.0222526429237936,695,""
3,160,0.0250583217065396,696,""
3,161,0.00772287376858539,697,""
3,162,0.0605361641859968,698,""
3,163,0.0523942168222069,699,""
3,164,0.0543462611321907,700,""
3,165,0.17659938149537,701,""
3,166,0.00854573107700859,702,""
3,167,0.0784031048471944,703,""
3,168,0.0553390575247487,704,""
3,169,0.0367974123024306,705,""
3,170,0.0514061054058117,706,""
3,171,0.0316832609524808,707,""
3,172,0.0452815960912588,708,""
3,173,0.0270961785508555,709,""
3,174,0.0431604545956751,710,""
3,175,0.0387725289472071,711,""
3,176,0.031494645531464,712,""
3,177,0.00239499113534107,713,""
3,178,0.00197494663232235,714,""
3,179,0.0519564700990488,715,""
3,180,0.0378848809328974,716,""
3,181,0.0173829333389392,717,""
3,182,0.0153265917878615,718,""
3,183,0.043886447033167,719,""
3,184,0.0238069211083708,720,""
3,185,0.032836210669462,721,""
3,186,0.00477769220780507,722,""
3,187,0.013515868509322,723,""
3,188,0.0398653192804507,724,""
3,189,0.0834709908201684,725,""
3,190,0.0539330198422394,726,""
3,191,0.00502084038762931,727,""
3,192,0.0336599815227625,728,""
3,193,0.0776633926213454,729,""
3,194,0.0618350658085359,730,""
3,195,0.0273577885276167,731,""
3,196,0.0192282666610857,732,""
3,197,0.0414669016952452,733,""
3,198,0.0033969331315001,734,""
3,199,0.0156896855562604,735,""
3,200,0.0448090933787012,736,""
